g_syn_i,Vi_threshold,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B,V_trace_A,V_trace_B,time
26.058776622630926,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.2773222341300502,0.2694364459070341,0.498467213319044,0.4839451206233211,27.34513272838977,27.418784272991346,[-52.      -52.      -52.      ... -53.63521 -53.63463 -53.63405],[-52.       -52.       -52.       ... -55.61857  -55.618423 -55.618275],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
26.058776622630926,-21.731662231386487,bursting,bursting,76,82,16.0,16.0,0.2785301259105362,0.2745199536591978,0.5006383138501589,0.4929872562794251,27.321060488018194,27.345757562299077,,,
26.058776622630926,-21.331019414577387,bursting,bursting,76,82,16.0,16.0,0.2751992498827941,0.2778728114308712,0.49349816171934763,0.503119339907426,27.343125357454255,27.337078546726485,,,
26.058776622630926,-21.277755696486683,bursting,bursting,76,82,16.0,16.0,0.2754841246436647,0.27408834865105264,0.49149710016710896,0.49411997232928145,27.323413647743696,27.372659553181958,,,
26.058776622630926,-20.94074530858559,bursting,bursting,77,82,16.0,16.0,0.27991709119968033,0.2754465727559565,0.4994506043352313,0.4968820650418623,27.256311467166483,27.356625227678855,,,
26.058776622630926,-20.639342432714603,bursting,bursting,78,82,16.0,16.0,0.2774811908722965,0.2783860806959652,0.49661063243364034,0.49997500124993755,27.30644069014186,27.278084057703698,,,
26.058776622630926,-20.55028450245337,bursting,bursting,76,82,16.0,16.0,0.2768280632411066,0.2782766166151062,0.49407114624505927,0.5030307603309944,27.29589455332334,27.300939128502907,,,
26.058776622630926,-19.864841861022217,bursting,bursting,77,82,16.0,16.0,0.2741975308641978,0.2796792390781919,0.4938271604938272,0.5059320533252383,27.38820644196559,27.263104188941416,,,
26.058776622630926,-19.766628381718544,bursting,bursting,76,82,16.0,16.0,0.27955701885662954,0.27676697854691795,0.49885263893045995,0.4937418224010666,27.24746562057889,27.265209287878065,,,
26.058776622630926,-19.562622806541974,bursting,bursting,81,81,15.5,15.5,0.2924460246302881,0.28907037448634104,0.5152779924769413,0.5168893598325279,27.328968841094245,27.41881482075558,,,
26.058776622630926,-19.552808902450636,bursting,bursting,80,81,15.5,15.5,0.2869294819078945,0.28487525854804496,0.5139802631578947,0.5107121881463701,27.474786777807,27.485178593873993,,,
26.058776622630926,-19.53567735386656,bursting,bursting,80,81,16.0,16.0,0.2829111399222102,0.2811411259782883,0.49865363518500055,0.5049229992426154,27.15903092326473,27.158719337406076,,,
26.058776622630926,-19.421761202620033,bursting,bursting,82,77,16.0,15.5,0.2786356821589205,0.25815395473105796,0.4997501249375311,0.5041084841457881,27.29037405831215,27.490350667925544,,,
26.058776622630926,-18.91369146338961,bursting,bursting,82,80,15.5,15.5,0.26675234073802095,0.26393502179779926,0.5245351307403814,0.5189952252439277,27.357470773557512,27.415135611226255,,,
26.058776622630926,-18.73742354832292,bursting,bursting,80,81,15.5,15.5,0.2659760914489,0.2596065873741997,0.5231630437625885,0.5082850462539391,27.451662260530853,27.479645128347666,,,
26.058776622630926,-18.64217287385621,bursting,bursting,80,81,15.5,16.0,0.2577700225071444,0.2814999377102279,0.5057785195862732,0.4983181761554754,27.56683240434831,27.16185400337654,,,
26.058776622630926,-18.513491657593114,bursting,bursting,77,82,15.5,16.0,0.25678201566052034,0.2816568642235966,0.505178075271533,0.5026893882270145,27.59770273164492,27.146462625811715,,,
26.058776622630926,-18.25714244410362,bursting,bursting,81,81,15.5,15.5,0.2644587502262212,0.2592113276492081,0.5170764497530961,0.5075111652456352,27.425224467988087,27.479645128347702,,,
26.058776622630926,-18.063443290817037,bursting,bursting,82,80,15.5,15.5,0.26446558767257894,0.25929028327749,0.5170898185014737,0.5076657528683114,27.425224467988087,27.47897106559487,,,
26.058776622630926,-17.01011737753121,bursting,bursting,83,80,15.0,15.0,0.2676672429147676,0.2672255698192301,0.523861910000524,0.5239717055279015,27.69019795037637,27.696670640720303,,,
26.51607007797135,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.27116148976887966,0.2725581626072723,0.4907012120319936,0.4960563520015873,27.482663391187256,27.469391543139867,,,
26.51607007797135,-21.731662231386487,bursting,bursting,75,82,16.0,16.0,0.2763486297476956,0.2725798525798528,0.4942298663108212,0.49140049140049136,27.328669145152055,27.3995862343693,[-52.       -52.       -52.       ... -53.31324  -53.31233  -53.311417],[-52.       -52.       -52.       ... -55.583572 -55.583427 -55.58328 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
26.51607007797135,-21.331019414577387,bursting,bursting,76,82,16.0,16.0,0.27949413727003414,0.2739682069510268,0.4978963877617068,0.4936808846761454,27.249362824070133,27.37795748781862,,,
26.51607007797135,-21.277755696486683,bursting,bursting,75,82,16.0,16.0,0.27580040663351535,0.27396446775869754,0.4899198980966612,0.4948780125699014,27.29909849114116,27.392008865235603,,,
26.51607007797135,-20.94074530858559,bursting,bursting,76,82,16.0,16.0,0.27610826409274086,0.2802377713969071,0.49753719090502013,0.5037529595486373,27.38141915906304,27.2156707077968,,,
26.51607007797135,-20.639342432714603,bursting,bursting,77,81,16.0,16.0,0.2767523103986523,0.2772408612919379,0.4955278610539876,0.5007511266900349,27.319558857398516,27.33243441796411,,,
26.51607007797135,-20.55028450245337,bursting,bursting,76,82,16.0,16.0,0.27814203532042114,0.27553191489361695,0.5024241967493154,0.4948045522018803,27.357864887227322,27.323007634444618,,,
26.51607007797135,-19.864841861022217,bursting,bursting,83,77,16.0,16.0,0.27623579828582834,0.2788108728752213,0.49830576041459035,0.4992137383620798,27.3780828506144,27.25063500295848,,,
26.51607007797135,-19.766628381718544,bursting,bursting,76,82,16.0,16.0,0.2781381247048883,0.2791012928329356,0.497030244290365,0.502071043052592,27.28647198499446,27.271203167401886,,,
26.51607007797135,-19.562622806541974,bursting,bursting,77,82,16.0,16.0,0.27872414826656017,0.2777888644981042,0.49955040463582756,0.4989024146876872,27.295815604285277,27.291813892450534,,,
26.51607007797135,-19.552808902450636,bursting,bursting,77,82,16.0,16.0,0.27994383571947934,0.27558645946748483,0.5014667903618083,0.4949025042066713,27.268782284114813,27.314846768368948,,,
26.51607007797135,-19.53567735386656,bursting,bursting,79,81,16.0,16.0,0.2768411932169822,0.2807217041922524,0.49511078103725703,0.5053950926136505,27.31310172246429,27.18558623268934,,,
26.51607007797135,-19.421761202620033,bursting,bursting,78,82,16.0,16.0,0.2797553942527592,0.2796682798951403,0.4971661529283085,0.504133897963299,27.227324259971613,27.259814870073857,,,
26.51607007797135,-18.91369146338961,bursting,bursting,76,82,16.0,16.0,0.27442295388552607,0.2777344830186784,0.4921502042423348,0.5027778476080343,27.350338310721675,27.31615475763699,,,
26.51607007797135,-18.73742354832292,bursting,bursting,79,81,16.0,15.5,0.28239864528339464,0.2826497778231779,0.49805757545572266,0.5107513151846367,27.161744967367905,27.56462440960977,,,
26.51607007797135,-18.64217287385621,bursting,bursting,85,75,15.0,16.0,0.2545273214004515,0.27414486921529163,0.5249068290378458,0.5030181086519113,27.161499089102183,27.52091006561862,,,
26.51607007797135,-18.513491657593114,bursting,bursting,85,75,15.0,16.0,0.25609337452797803,0.2744115796098174,0.5281364704639677,0.5034612964128382,27.114890764403953,27.508688718929253,,,
26.51607007797135,-18.25714244410362,bursting,bursting,82,80,15.5,15.5,0.2580384226491406,0.28336283185840694,0.505561172901921,0.5056890012642224,27.53759795486402,27.463472139799865,,,
26.51607007797135,-18.063443290817037,bursting,bursting,80,81,15.0,15.5,0.26895278290688485,0.2625167404965488,0.5275652862041678,0.5150922015040693,27.70306725930348,27.46509081482798,,,
26.51607007797135,-17.01011737753121,bursting,bursting,82,80,15.0,15.0,0.26851292820580097,0.26617934995431414,0.5250032812705079,0.5221250489492233,27.678527451704024,27.70165229978548,,,
26.932654231414183,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.27329940752759546,0.2718432260764668,0.4916783440273374,0.4923804131071666,27.412625195096066,27.447441662964522,,,
26.932654231414183,-21.731662231386487,bursting,bursting,75,82,16.0,16.0,0.2745059337297378,0.2756025602560254,0.4934494584392193,0.5000500050004999,27.379578515094106,27.402317103195095,,,
26.932654231414183,-21.331019414577387,bursting,bursting,76,82,16.0,16.0,0.2767445320636809,0.2713539495303726,0.49595794276645333,0.49047257032150476,27.32200189066508,27.443663275637174,[-52.       -52.       -52.       ... -77.581856 -77.45059  -77.319984],[-52.       -52.       -52.       ... -55.5391   -55.539017 -55.538933],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
26.932654231414183,-21.277755696486683,bursting,bursting,75,82,16.0,16.0,0.2754763672358329,0.2718537268683495,0.49492699826775544,0.4915091789339165,27.35793911726218,27.43477134622098,,,
26.932654231414183,-20.94074530858559,bursting,bursting,75,82,16.0,16.0,0.276518988905636,0.2749344805419571,0.4941810185070791,0.4944864757948869,27.313091407891857,27.349707522983692,,,
26.932654231414183,-20.639342432714603,bursting,bursting,77,82,16.0,16.0,0.28066502156085626,0.2768360173505509,0.49851691218624583,0.4985790497083312,27.223608763143083,27.324753352158538,,,
26.932654231414183,-20.55028450245337,bursting,bursting,75,82,16.0,16.0,0.27800602574637095,0.27682403433476405,0.49799556783944626,0.49905180157700346,27.30061995811226,27.336169421975676,,,
26.932654231414183,-19.864841861022217,bursting,bursting,86,75,15.0,16.0,0.2576464351974556,0.270547263681592,0.5300821627352239,0.4975124378109451,27.035020332812525,27.59992653342819,,,
26.932654231414183,-19.766628381718544,bursting,bursting,76,82,16.0,16.0,0.2794702981450423,0.2809323209646091,0.5006633789771447,0.5045026864768055,27.27680477914117,27.193208020001315,,,
26.932654231414183,-19.562622806541974,bursting,bursting,84,75,14.5,16.0,0.2571740113294858,0.27533316570279087,0.5319007473205499,0.502891626854413,27.473729609410558,27.449656448260136,,,
26.932654231414183,-19.552808902450636,bursting,bursting,85,75,15.0,16.0,0.25563232997114343,0.2742756804214221,0.5294787281920948,0.5016932145992726,27.17857643980293,27.48775534637093,,,
26.932654231414183,-19.53567735386656,bursting,bursting,85,76,15.0,16.0,0.25131177069465127,0.2732969071131383,0.5220977889158639,0.501278259561883,27.27424983101355,27.53478776469611,,,
26.932654231414183,-19.421761202620033,bursting,bursting,85,76,15.0,16.0,0.2536765676567656,0.27497925206850565,0.528052805280528,0.5029801574327892,27.23193757627658,27.488844430565436,,,
26.932654231414183,-18.91369146338961,bursting,bursting,85,76,15.0,16.0,0.25207175076051613,0.2742360710071058,0.524493863421798,0.5021718934391243,27.278354252722977,27.500624192104745,,,
26.932654231414183,-18.73742354832292,bursting,bursting,84,75,14.5,15.5,0.2577463278653372,0.28255509323470474,0.5360780529645117,0.5136898340781836,27.51021461309128,27.62491315903665,,,
26.932654231414183,-18.64217287385621,bursting,bursting,85,74,14.5,15.5,0.25716101021866894,0.2793241325938344,0.529464711177,0.5159293176834774,27.42644430102447,27.815676787323365,,,
26.932654231414183,-18.513491657593114,bursting,bursting,85,75,14.5,16.0,0.2602959243630147,0.27417238595074656,0.534159500026708,0.5046427129592248,27.36863965529485,27.54754856760422,,,
26.932654231414183,-18.25714244410362,bursting,bursting,82,80,15.5,15.5,0.26204407784508293,0.28422229563184537,0.515530351849465,0.5082204660381674,27.502358838539557,27.46923085986661,,,
26.932654231414183,-18.063443290817037,bursting,bursting,80,81,15.5,15.5,0.28435596115118905,0.2866703848298941,0.5098269137627773,0.5070222582771382,27.508494057589026,27.377878173419855,,,
26.932654231414183,-17.01011737753121,bursting,bursting,82,80,15.0,15.0,0.2721556088462563,0.2701023295169094,0.5329070077271516,0.5288347127105423,27.64528996441565,27.65097229752604,,,
27.245528652502802,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.2752213926028824,0.27366545400549414,0.4961178776077197,0.49496374390575876,27.40575096317591,27.40514614237594,,,
27.245528652502802,-21.731662231386487,bursting,bursting,76,82,16.0,16.0,0.2759916905727571,0.2737087109394344,0.4946087644673063,0.4952211162283961,27.339674381731715,27.408325520150182,,,
27.245528652502802,-21.331019414577387,bursting,bursting,75,82,16.0,16.0,0.2762009005199136,0.27642032678758816,0.4975248140501008,0.4996752111127766,27.36508707800106,27.363020756395894,,,
27.245528652502802,-21.277755696486683,bursting,bursting,75,82,16.0,16.0,0.2698791658546094,0.2763078773301264,0.48723445722081454,0.5011024253357387,27.478009717840354,27.381897865474244,[-52.       -52.       -52.       ... -53.864647 -53.86421  -53.863766],[-52.       -52.       -52.       ... -55.70067  -55.700527 -55.700386],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
27.245528652502802,-20.94074530858559,bursting,bursting,76,82,16.0,16.0,0.2798500980319161,0.27281605547145854,0.4963641327277692,0.48830509302212016,27.237336832185296,27.352112474788385,,,
27.245528652502802,-20.639342432714603,bursting,bursting,78,82,16.0,16.0,0.27962380881105614,0.27501919314495155,0.4989273062914733,0.4953069664924837,27.25782862088284,27.36105625489542,,,
27.245528652502802,-20.55028450245337,bursting,bursting,75,82,16.0,16.0,0.27218381756008747,0.2701461173825931,0.492017023789023,0.4886868983042564,27.455849180898625,27.46242919869007,,,
27.245528652502802,-19.864841861022217,bursting,bursting,76,82,16.0,16.0,0.2761489698890651,0.2738921120849276,0.4952456418383518,0.49376620170349345,27.339825438660732,27.378659192612055,,,
27.245528652502802,-19.766628381718544,bursting,bursting,76,82,16.0,16.0,0.2782689273460393,0.2763417005259614,0.5008890781136517,0.4985417653363911,27.333499369849605,27.342306875117664,,,
27.245528652502802,-19.562622806541974,bursting,bursting,76,82,16.0,16.0,0.2761526898149288,0.27441756272401446,0.492865768008083,0.49780963759458363,27.298725237625156,27.415700679144052,,,
27.245528652502802,-19.552808902450636,bursting,bursting,77,80,16.0,15.5,0.2796883666986031,0.2824045879009337,0.5042610054964451,0.5075111652456352,27.309966880983815,27.525965936685058,,,
27.245528652502802,-19.53567735386656,bursting,bursting,78,82,16.0,16.0,0.28145869287911746,0.27715915601723845,0.5002376128661116,0.498218867548514,27.201675019809972,27.296156045264564,,,
27.245528652502802,-19.421761202620033,bursting,bursting,77,82,16.0,16.0,0.2796846936739172,0.2780548319067116,0.4989024146876871,0.49621635032874334,27.255828245843922,27.245919400975502,,,
27.245528652502802,-18.91369146338961,bursting,bursting,77,82,16.0,16.0,0.2790720952929105,0.2748216409036859,0.5004879757763819,0.4954419342053112,27.289108678410297,27.358691765671804,,,
27.245528652502802,-18.73742354832292,bursting,bursting,77,82,16.0,16.0,0.284077291791492,0.27866301974856345,0.4993009786299182,0.5018694637524781,27.13613821848205,27.265059407947785,,,
27.245528652502802,-18.64217287385621,bursting,bursting,79,80,15.5,15.5,0.2658595261754093,0.2595975271580122,0.5229851995188537,0.5088152237514947,27.467011892051758,27.494391066192332,,,
27.245528652502802,-18.513491657593114,bursting,bursting,78,81,15.5,15.5,0.2658595261754093,0.25964376590330757,0.5229851995188537,0.5089058524173028,27.467011892051758,27.492126139432838,,,
27.245528652502802,-18.25714244410362,bursting,bursting,78,81,15.5,15.5,0.2660055990162477,0.25959092296733455,0.5232725465058478,0.508802279434212,27.460382681870655,27.483016416334507,,,
27.245528652502802,-18.063443290817037,bursting,bursting,80,80,15.5,15.5,0.26604040192589495,0.25821798213427105,0.5233410090014653,0.5061112938735229,27.45311713102993,27.519940295820707,,,
27.245528652502802,-17.01011737753121,bursting,bursting,76,82,15.5,15.5,0.2832853246322873,0.26314972043901397,0.5098269137627776,0.5177055290950509,27.54471323368515,27.43680624020533,,,
27.436723822293487,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.2690148408513962,0.2719144416726359,0.4881859011911736,0.49398572381258177,27.53293591797132,27.471422072244835,,,
27.436723822293487,-21.731662231386487,bursting,bursting,75,82,16.0,16.0,0.2763420973707887,0.2738302836792338,0.49985004498650404,0.49121945229031067,27.412018547851325,27.345031584088133,,,
27.436723822293487,-21.331019414577387,bursting,bursting,75,82,16.0,16.0,0.2748070834982193,0.27237421035813486,0.49465769687376326,0.491605830445149,27.380143327182353,27.418618562497304,,,
27.436723822293487,-21.277755696486683,bursting,bursting,75,82,16.0,16.0,0.2753177887355354,0.27210917628644105,0.49557697549371854,0.48914106828409304,27.38891166057359,27.390178017427846,,,
27.436723822293487,-20.94074530858559,bursting,bursting,75,82,16.0,16.0,0.2788533881727443,0.2729083665338646,0.5015799769273211,0.49185972160739755,27.316682685167827,27.397007721807352,[-52.       -52.       -52.       ... -53.30012  -53.29919  -53.298256],[-52.       -52.       -52.       ... -55.583233 -55.583088 -55.58294 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
27.436723822293487,-20.639342432714603,bursting,bursting,75,82,16.0,16.0,0.2699359507162763,0.2755881837087519,0.48892582995159645,0.5011149808323518,27.498603991656555,27.402940696981627,,,
27.436723822293487,-20.55028450245337,bursting,bursting,76,82,16.0,16.0,0.27865084322298556,0.2735120288397874,0.499687695190506,0.49047257032150476,27.310151696223393,27.34952398855205,,,
27.436723822293487,-19.864841861022217,bursting,bursting,78,82,16.0,16.0,0.28174723061430035,0.27045553989012594,0.5035246727089626,0.4861685060041809,27.218440542951363,27.419242283563232,,,
27.436723822293487,-19.766628381718544,bursting,bursting,80,80,15.5,15.5,0.2629101910992733,0.2627891947783379,0.5171834190995835,0.5169962517771745,27.507843359699265,27.477115499146038,,,
27.436723822293487,-19.562622806541974,bursting,bursting,77,82,16.0,16.0,0.28021042084168346,0.27925179424341684,0.5010020040080159,0.5001375378229012,27.253236657791795,27.248861632188774,,,
27.436723822293487,-19.552808902450636,bursting,bursting,77,82,16.0,16.0,0.27962285742717113,0.2767687855503445,0.4975495683757495,0.4989522003792037,27.2507118542292,27.32369594738566,,,
27.436723822293487,-19.53567735386656,bursting,bursting,77,82,16.0,16.0,0.279391833616717,0.2789405913096168,0.4928414775387497,0.5049612442245058,27.214660379505855,27.306895923631778,,,
27.436723822293487,-19.421761202620033,bursting,bursting,83,77,16.0,16.0,0.2748365689381933,0.27856305935731557,0.4952456418383519,0.4985914790716226,27.38818122119504,27.25563537506861,,,
27.436723822293487,-18.91369146338961,bursting,bursting,82,79,15.5,15.5,0.28830026590304786,0.2856559364868658,0.5113520147269379,0.5105557399229059,27.400295282686873,27.455941734244128,,,
27.436723822293487,-18.73742354832292,bursting,bursting,77,87,16.5,15.0,0.2893462172063633,0.2556200995076715,0.4917508790046962,0.5209825731329287,27.42521504037568,27.029047015803602,,,
27.436723822293487,-18.64217287385621,bursting,bursting,86,75,14.5,16.0,0.2588191706142323,0.2989425333770793,0.5292825574933178,0.5047573379097997,27.355958778379218,27.538580738592852,,,
27.436723822293487,-18.513491657593114,bursting,bursting,85,76,15.0,16.0,0.2557583486092292,0.27740809149103035,0.5313355118089316,0.5060344609467906,27.144422257501187,27.396131035227558,,,
27.436723822293487,-18.25714244410362,bursting,bursting,76,82,15.5,16.0,0.2573077215093767,0.2774445185020614,0.5061625287879938,0.4937174455059369,27.603305278601933,27.244702171255593,,,
27.436723822293487,-18.063443290817037,bursting,bursting,80,81,15.0,15.5,0.2690587706067582,0.26431146733068767,0.529226535418486,0.5187663735636656,27.732838334867097,27.40545917042359,,,
27.436723822293487,-17.01011737753121,bursting,bursting,85,75,14.5,16.0,0.2607328998979099,0.2785681387851187,0.5373166406963622,0.511744537127066,27.402991195968614,27.413141205366074,,,
27.890448293658828,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.2721281532309817,0.27000731528895394,0.49365651379769965,0.4876859302609119,27.49860399165657,27.452744373145226,,,
27.890448293658828,-21.731662231386487,bursting,bursting,75,82,16.0,16.0,0.2704370179948585,0.2665876490650928,0.48965601664830455,0.4837812341259282,27.49684932826453,27.530718203011013,,,
27.890448293658828,-21.331019414577387,bursting,bursting,75,82,16.0,16.0,0.2747803643222315,0.27190369212736865,0.4963518141658808,0.48837663606173076,27.423341835267106,27.382670035631687,,,
27.890448293658828,-21.277755696486683,bursting,bursting,75,82,16.0,16.0,0.2747871838780929,0.2689613526570048,0.4963641327277691,0.48309178743961345,27.42131838586369,27.426425657847243,,,
27.890448293658828,-20.94074530858559,bursting,bursting,75,82,16.0,16.0,0.27350385147145945,0.27031310963714417,0.4937783922575548,0.4877097151775262,27.426813002982577,27.436513507398974,,,
27.890448293658828,-20.639342432714603,bursting,bursting,75,82,16.0,16.0,0.27154239622270326,0.2709766501467072,0.4918355301987016,0.4931331212860912,27.472695298712708,27.505181017218742,[-52.       -52.       -52.       ... -54.17842  -54.17809  -54.177757],[-52.       -52.       -52.       ... -55.822197 -55.822063 -55.82193 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
27.890448293658828,-20.55028450245337,bursting,bursting,75,82,16.0,16.0,0.27386301911016725,0.2765526045708279,0.49380277517159643,0.5006383138501588,27.40858164747778,27.370263435354886,,,
27.890448293658828,-19.864841861022217,bursting,bursting,75,82,16.0,16.0,0.2731105905560351,0.2782538765047374,0.49315744051288357,0.5026262220100022,27.436506476380664,27.304006205810392,,,
27.890448293658828,-19.766628381718544,bursting,bursting,75,82,16.0,16.0,0.2756389517955355,0.27411041728615304,0.49772291765174315,0.495589255624938,27.393621750031954,27.405896663057934,,,
27.890448293658828,-19.562622806541974,bursting,bursting,80,81,15.5,15.5,0.26495504391663643,0.2592705708686465,0.5197235070942259,0.5090224224377083,27.452946149160677,27.525570491705707,,,
27.890448293658828,-19.552808902450636,bursting,bursting,77,82,16.0,16.0,0.280238137104675,0.2757564530072864,0.5023989550101736,0.4940101272076079,27.27112603881737,27.300588813584923,,,
27.890448293658828,-19.53567735386656,bursting,bursting,80,81,15.5,15.5,0.25521054870267984,0.2831274885242576,0.5004128405934897,0.5072151352996372,27.60142214126038,27.490993290127523,,,
27.890448293658828,-19.421761202620033,bursting,bursting,75,82,16.0,16.0,0.2741540819100819,0.2713992071648807,0.4943275908944857,0.4894043948514657,27.41050605978312,27.41926018761292,,,
27.890448293658828,-18.91369146338961,bursting,bursting,77,82,16.0,16.0,0.28395342375792487,0.27914226099198075,0.5051653153494482,0.5027778476080343,27.156192027222012,27.279543368267568,,,
27.890448293658828,-18.73742354832292,bursting,bursting,77,82,16.0,16.0,0.27921013412816703,0.27642316878980866,0.49677098857426727,0.4976114649681529,27.250151248550814,27.321335616617088,,,
27.890448293658828,-18.64217287385621,bursting,bursting,76,82,16.0,16.0,0.2810841782715929,0.2763921764046346,0.49824369098926274,0.4983181761554752,27.20021715863288,27.341122472298853,,,
27.890448293658828,-18.513491657593114,bursting,bursting,76,82,16.0,16.0,0.2756091496767776,0.2758560750912565,0.49726504226752855,0.49663529587047744,27.38147134446253,27.345132728389792,,,
27.890448293658828,-18.25714244410362,bursting,bursting,80,81,16.0,15.5,0.28216653274407394,0.2831984165249828,0.5022097227802329,0.5075240439515822,27.179953631545846,27.492630226636805,,,
27.890448293658828,-18.063443290817037,bursting,bursting,77,82,16.0,16.0,0.280434728543361,0.27923447860156736,0.49740107936034217,0.5023106288929073,27.2220527793574,27.252494241097345,,,
27.890448293658828,-17.01011737753121,bursting,bursting,79,81,15.5,15.5,0.262048965765026,0.2856668454798582,0.5132679772109017,0.5108948322987711,27.460426508691977,27.45736976797745,,,
28.09266555434005,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.2685998828353837,0.2671357515467668,0.4881859011911734,0.48526022079340053,27.558462653940204,27.531453019497963,,,
28.09266555434005,-21.731662231386487,bursting,bursting,75,82,16.0,16.0,0.27622412669773966,0.2735049037681584,0.5011777677542226,0.4916058304451492,27.438143888444547,27.360962530532724,,,
28.09266555434005,-21.331019414577387,bursting,bursting,75,82,16.0,16.0,0.2700790475261053,0.26973394090842256,0.48794769200741683,0.4899799108236563,27.482860927860983,27.497211885621528,,,
28.09266555434005,-21.277755696486683,bursting,bursting,75,82,16.0,16.0,0.2700658697243231,0.27447216890594983,0.4879238838741157,0.4985417653363911,27.48523684032637,27.43327836321753,,,
28.09266555434005,-20.94074530858559,bursting,bursting,75,82,16.0,16.0,0.2723926380368099,0.2692429444566194,0.49079754601226994,0.487009034017581,27.42733070519801,27.48014154092366,,,
28.09266555434005,-20.639342432714603,bursting,bursting,75,82,16.0,16.0,0.26980403655378016,0.2732264877624547,0.48868689830425655,0.49695614362032553,27.500234777607528,27.450693543003318,,,
28.09266555434005,-20.55028450245337,bursting,bursting,75,82,16.0,16.0,0.2721426987607481,0.27133076488920527,0.4927443395993988,0.49078550219626504,27.470302911761717,27.438940335085835,[-52.       -52.       -52.       ... -53.719986 -53.719467 -53.71895 ],[-52.       -52.       -52.       ... -55.646175 -55.646034 -55.64589 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
28.09266555434005,-19.864841861022217,bursting,bursting,75,82,16.0,16.0,0.27536847364476646,0.2805322270565617,0.49962528103922044,0.5059192552868561,27.451703930269613,27.233477342350987,,,
28.09266555434005,-19.766628381718544,bursting,bursting,82,76,16.0,15.5,0.27635042901716056,0.259623238717582,0.48751950078003126,0.5105166428425566,27.26299827058959,27.54348170295076,,,
28.09266555434005,-19.562622806541974,bursting,bursting,76,82,16.0,16.0,0.27566098344452694,0.27558217228835197,0.4941932295527551,0.49493924620752794,27.340365366657252,27.329576490340834,,,
28.09266555434005,-19.552808902450636,bursting,bursting,76,82,16.0,16.0,0.27566098344452694,0.27558217228835197,0.4941932295527551,0.49493924620752794,27.340365366657252,27.329576490340834,,,
28.09266555434005,-19.53567735386656,bursting,bursting,76,82,16.0,16.0,0.27357605098058607,0.27312427524610816,0.49399792520871416,0.4934494584392193,27.42595969518592,27.40750680446885,,,
