tau_i,Vi0,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B,V_trace_A,V_trace_B,time
39.00462398585954,-105.14582794454225,bursting,bursting,73,83,16.0,16.0,0.26859898651129765,0.2721123958721867,0.48960806874097285,0.4973268680840483,27.648931085877717,27.61753077835631,[-52.       -52.       -52.       ... -53.27117  -53.270123 -53.26907 ],[-52.       -52.       -52.       ... -55.53289  -55.532745 -55.532597],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
39.00462398585954,-101.4811769100413,bursting,bursting,75,83,16.0,16.0,0.2752543559233058,0.2737002307427955,0.49996250281228893,0.4909421179242967,27.53680771188821,27.432035517659838,,,
39.00462398585954,-100.19958492603132,bursting,bursting,76,83,16.0,16.0,0.27658346920857874,0.2769223102606268,0.5016932145992726,0.4983305925150744,27.500538196035873,27.401405416558465,,,
39.00462398585954,-98.2750705740145,bursting,bursting,75,83,16.0,16.0,0.27390644061045116,0.2730440369693073,0.49792117907735206,0.4942420797706717,27.55947535262788,27.47896600209242,,,
39.00462398585954,-94.1611661339811,bursting,bursting,80,83,16.0,16.0,0.2796461066706881,0.2812278391247087,0.5026893882270146,0.5065342923715934,27.370330588597387,27.303109748518192,,,
39.00462398585954,-93.84527381702881,bursting,bursting,79,83,16.0,16.0,0.28016915873735077,0.2784148058740697,0.503448623068016,0.5029169181251256,27.347036388173063,27.418016924513154,,,
39.00462398585954,-93.13852565023593,bursting,bursting,81,83,16.0,16.0,0.2845860914458045,0.2829324456236077,0.5111559792470672,0.5005881911245713,27.271468591416735,27.227093655768915,,,
39.00462398585954,-93.01396526987197,bursting,bursting,81,82,16.0,15.5,0.28142250260741286,0.2876166134185305,0.5087634504337207,0.511182108626198,27.39123708813822,27.440235009787465,,,
39.00462398585954,-92.78411885748214,bursting,bursting,81,83,16.0,16.0,0.2810607012693228,0.285545707901278,0.5027020233756442,0.5021466770443648,27.321921146443515,27.156028232524548,,,
39.00462398585954,-91.72173892393454,bursting,bursting,84,81,15.5,15.0,0.28696570736608856,0.26835128855090856,0.5152912683894572,0.5280946345585128,27.54553604889137,27.76367367785318,,,
39.00462398585954,-88.71816837536491,bursting,bursting,85,81,15.5,15.0,0.2936411609498679,0.2703796389968583,0.5277044854881265,0.5324530110217773,27.467068082223754,27.757852408925494,,,
39.00462398585954,-88.57314278030957,bursting,bursting,87,80,15.0,15.0,0.26971031409168084,0.27548678063139687,0.530560271646859,0.5401172054335791,27.769005211202018,27.64431677202694,,,
39.00462398585954,-88.53522241405496,bursting,bursting,85,81,15.5,15.5,0.268829419068502,0.2659000234686694,0.5283597072887222,0.5215259850322044,27.447418007256605,27.448055083821295,,,
39.00462398585954,-85.52555330351612,bursting,bursting,84,79,15.5,15.0,0.2923604565923133,0.27075361394557823,0.5236150382238979,0.5314625850340134,27.459873256855605,27.70815074095242,,,
39.00462398585954,-84.7239990177665,bursting,bursting,87,80,15.0,15.0,0.2721241305510968,0.27651361783680184,0.5350454788657035,0.5398547790644316,27.734802107948717,27.592854130308904,,,
39.00462398585954,-84.36968645429397,bursting,bursting,88,80,15.0,15.0,0.273883988238439,0.273755716616298,0.5346164127238705,0.5348880746703751,27.637465191333984,27.637906320558237,,,
39.00462398585954,-83.78563181339008,bursting,bursting,87,80,15.0,15.0,0.27682137075013497,0.27311362360676783,0.5396654074473827,0.5345735439553095,27.5826079365363,27.662226538997942,,,
39.00462398585954,-83.5989607818643,bursting,bursting,88,79,15.0,15.0,0.275869500794741,0.2734823598536444,0.5388076187397289,0.5341452340891487,27.62666620398557,27.62156803124103,,,
39.00462398585954,-82.85987488320067,bursting,bursting,80,88,15.0,15.0,0.27482212160413966,0.277442244671343,0.5390254420008622,0.5416677951412397,27.681724888155827,27.576245405002506,,,
39.00462398585954,-82.27821706868562,bursting,bursting,88,80,15.0,15.0,0.27816758323625834,0.2754167897124755,0.5418145368840245,0.5369271658299551,27.566770297696795,27.58562478887435,,,
44.17062526144672,-105.14582794454225,bursting,bursting,73,83,16.0,16.0,0.26171762676123844,0.26162456946039025,0.47924853829195824,0.4783773440489857,27.765609642989155,27.70529605676579,,,
44.17062526144672,-101.4811769100413,bursting,bursting,75,83,16.0,16.0,0.26725616029001154,0.27259442724458205,0.4898838975162887,0.49535603715170284,27.691941456634144,27.501175295216385,[-52.       -52.       -52.       ... -54.847412 -54.847122 -54.846836],[-52.       -52.       -52.       ... -55.99565  -55.99561  -55.995567],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
44.17062526144672,-100.19958492603132,bursting,bursting,74,83,16.0,16.0,0.26896551724137924,0.2680851063829789,0.48738881442670884,0.4863221884498479,27.57541343856032,27.555608202413865,,,
44.17062526144672,-98.2750705740145,bursting,bursting,83,75,16.0,16.0,0.26699485991457295,0.2747233748271091,0.48263712927435504,0.4939735230191662,27.570150992270165,27.403331536580836,,,
44.17062526144672,-94.1611661339811,bursting,bursting,75,83,16.0,16.0,0.27182911205282345,0.2684315538469028,0.4927564797477086,0.4866416857267994,27.529433024132963,27.54248127005476,,,
44.17062526144672,-93.84527381702881,bursting,bursting,75,83,16.0,16.0,0.2759465200549795,0.2717985328147311,0.4998125702861427,0.4923440500221554,27.45239335530218,27.49109825782669,,,
44.17062526144672,-93.13852565023593,bursting,bursting,75,83,16.0,16.0,0.2700122699386504,0.27288732394366205,0.4907975460122698,0.4959333465582226,27.55853467000132,27.503496114925643,,,
44.17062526144672,-93.01396526987197,bursting,bursting,76,83,16.0,16.0,0.2753392652980069,0.27567122877870026,0.4970920117313714,0.4985914790716226,27.436119389434193,27.41644082347955,,,
44.17062526144672,-92.78411885748214,bursting,bursting,76,83,16.0,16.0,0.2760578173452036,0.27593397046046936,0.500150045013504,0.496462703239419,27.466900242120087,27.359425684733512,,,
44.17062526144672,-91.72173892393454,bursting,bursting,75,83,16.0,16.0,0.27881956663817814,0.2731271038600459,0.502739932632849,0.49141256541929773,27.37526957305298,27.411342847365542,,,
44.17062526144672,-88.71816837536491,bursting,bursting,77,83,16.0,16.0,0.278464573811843,0.2761876366527528,0.49948802477460613,0.4969191015702645,27.336694471329757,27.359425684733527,,,
44.17062526144672,-88.57314278030957,bursting,bursting,78,83,16.0,16.0,0.2782310541595758,0.2784413893271229,0.5005506056662329,0.5008389051661531,27.360312699111397,27.305944028707533,,,
44.17062526144672,-88.53522241405496,bursting,bursting,83,79,16.0,15.5,0.2847597998120063,0.26174324185425024,0.5080913548255975,0.5139274334463975,27.202843184301585,27.496611023405947,,,
44.17062526144672,-85.52555330351612,bursting,bursting,83,81,15.5,15.5,0.26613092597907495,0.28866846856035516,0.5218253450570094,0.5099699117752051,27.430831090322187,27.38253897855288,,,
44.17062526144672,-84.7239990177665,bursting,bursting,84,80,15.5,15.5,0.2628503770816708,0.2910007757951903,0.5147872641630845,0.5171967933798809,27.489428999477614,27.383261608339442,,,
44.17062526144672,-84.36968645429397,bursting,bursting,85,80,15.0,15.5,0.26920952255688535,0.2663545290471084,0.5261081152176772,0.5231356752373728,27.67819524515278,27.420719510841423,,,
44.17062526144672,-83.78563181339008,bursting,bursting,84,80,15.0,15.0,0.27332299133411775,0.271366438082024,0.5349309939017867,0.53366064519572,27.638600572983393,27.719577233886948,,,
44.17062526144672,-83.5989607818643,bursting,bursting,86,79,15.0,15.0,0.2750261737939921,0.2721213575408568,0.5368983382996431,0.5332053640459623,27.60484608582986,27.664263821939876,,,
44.17062526144672,-82.85987488320067,bursting,bursting,87,79,15.0,15.0,0.2765519668624955,0.2731742511289852,0.5414624901859924,0.5344306976992759,27.626678351434325,27.621390999405698,,,
44.17062526144672,-82.27821706868562,bursting,bursting,86,79,15.0,15.0,0.27093322031204475,0.270553657955358,0.5297872904029032,0.5295628458707338,27.6735250227725,27.65625640271469,,,
44.21787801655311,-105.14582794454225,bursting,bursting,73,83,16.0,16.0,0.2647393801342476,0.2656162618231335,0.4846487508178448,0.48629853867289125,27.71389967074971,27.68377224653492,,,
44.21787801655311,-101.4811769100413,bursting,bursting,74,83,16.0,16.0,0.2645484706851039,0.2638430995066781,0.48434359334511895,0.4812898568162676,27.708244128724473,27.67491216249481,,,
44.21787801655311,-100.19958492603132,bursting,bursting,74,83,16.0,16.0,0.26544268631477247,0.265590254278256,0.48315013890566494,0.48341873731025814,27.64218329035071,27.625528273228838,[-52.       -52.       -52.       ... -54.340458 -54.340134 -54.33981 ],[-52.       -52.       -52.       ... -55.849358 -55.849228 -55.849102],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
44.21787801655311,-98.2750705740145,bursting,bursting,74,83,16.0,16.0,0.27170173023987415,0.2737522512520663,0.4915454187966968,0.49342511040386844,27.52250316440798,27.419891451693413,,,
44.21787801655311,-94.1611661339811,bursting,bursting,76,80,16.0,16.0,0.27474707399325543,0.2689777389362271,0.4959333465582226,0.4855193843614205,27.44180016549486,27.50596009763273,,,
44.21787801655311,-93.84527381702881,bursting,bursting,75,83,16.0,16.0,0.2811628732194453,0.2764926305271046,0.5069194504993157,0.49962528103922055,27.31901832049177,27.405456545430187,,,
44.21787801655311,-93.13852565023593,bursting,bursting,75,83,16.0,16.0,0.2787686416767435,0.2753392652980069,0.5038291011688835,0.4970920117313714,27.39473868167921,27.405771206169167,,,
44.21787801655311,-93.01396526987197,bursting,bursting,75,83,16.0,16.0,0.27531362007168453,0.273050257827342,0.49780963759458385,0.4934494584392193,27.44684226440037,27.449719502425186,,,
44.21787801655311,-92.78411885748214,bursting,bursting,76,83,16.0,16.0,0.27737831858407097,0.2774612693653175,0.5028157683024939,0.49975012493753135,27.444890519580348,27.342812794548152,,,
44.21787801655311,-91.72173892393454,bursting,bursting,76,83,16.0,16.0,0.2760096548635132,0.2784150943396227,0.49767337696269937,0.5031446540880503,27.40868479301113,27.350974238047154,,,
44.21787801655311,-88.71816837536491,bursting,bursting,78,82,16.0,16.0,0.279670683926003,0.27738321496448926,0.49595794276645344,0.5001500450135041,27.270905091636344,27.346617150079243,,,
44.21787801655311,-88.57314278030957,bursting,bursting,81,81,16.0,16.0,0.2800269568690098,0.2801371071401566,0.4992012779552715,0.5040703682234039,27.284199509134726,27.275428480081448,,,
44.21787801655311,-88.53522241405496,bursting,bursting,77,83,16.0,16.0,0.27886721083018107,0.2718015409530356,0.49771053155484773,0.49074937429454774,27.30709871751672,27.452458533870775,,,
44.21787801655311,-85.52555330351612,bursting,bursting,82,81,15.5,15.5,0.28729139260749575,0.28896362282751015,0.5158760865640073,0.5134392729699894,27.506337673950853,27.410463064221034,,,
44.21787801655311,-84.7239990177665,bursting,bursting,86,79,15.0,15.0,0.2700126729327277,0.2717156352573853,0.5280388636603653,0.5337176100125423,27.683923408695243,27.696421599893604,,,
44.21787801655311,-84.36968645429397,bursting,bursting,84,80,15.0,15.0,0.2694173477458477,0.2756387677134421,0.5272871078302134,0.5419026200991682,27.689737244497056,27.65260607461807,,,
44.21787801655311,-83.78563181339008,bursting,bursting,80,86,15.0,15.0,0.26939444400391227,0.2708140793747196,0.528639018845981,0.5281085791238678,27.720723189694322,27.62261213547301,,,
44.21787801655311,-83.5989607818643,bursting,bursting,86,79,15.0,15.0,0.27075677690791927,0.2692591616134986,0.5325664376630985,0.5272871078302137,27.7413940983395,27.674841348185947,,,
44.21787801655311,-82.85987488320067,bursting,bursting,87,79,15.0,15.0,0.27296791443850277,0.2715171844634351,0.5347593582887702,0.5324388360887041,27.65512758199761,27.68135888145684,,,
44.21787801655311,-82.27821706868562,bursting,bursting,87,79,15.0,15.0,0.27133001251964506,0.27536309988952073,0.5327508590607604,0.538923769232842,27.703245387794396,27.60498652024341,,,
44.39297493308039,-105.14582794454225,bursting,bursting,73,83,16.0,16.0,0.26066294120456607,0.26446480814333034,0.47762334622916364,0.48357068594501806,27.778679039459696,27.666531144054872,,,
44.39297493308039,-101.4811769100413,bursting,bursting,74,83,16.0,16.0,0.2664944307684809,0.2688661824449096,0.4874600892051961,0.4924289055767573,27.685767285946593,27.628307629971996,,,
44.39297493308039,-100.19958492603132,bursting,bursting,75,83,16.0,16.0,0.26692508349789107,0.2708596009790104,0.4875789268387822,0.4944498009839551,27.66897993633108,27.558652132230748,,,
44.39297493308039,-98.2750705740145,bursting,bursting,74,83,16.0,16.0,0.2694333677940235,0.26851423422545856,0.4922955742627874,0.48705647419818315,27.64196441973983,27.541313650835097,[-52.       -52.       -52.       ... -54.33549  -54.335163 -54.334835],[-52.       -52.       -52.       ... -55.833477 -55.833347 -55.833218],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
44.39297493308039,-94.1611661339811,bursting,bursting,76,83,16.0,16.0,0.27998583246894543,0.27464457905797984,0.5059832519543602,0.4944987019409075,27.38894037737983,27.392786915752758,,,
44.39297493308039,-93.84527381702881,bursting,bursting,74,83,16.0,16.0,0.2704086656819302,0.2751076486547032,0.49236829148202854,0.4977972471812229,27.582715682399346,27.430066570191066,,,
44.39297493308039,-93.13852565023593,bursting,bursting,75,83,16.0,16.0,0.27275860371227423,0.2738039079375327,0.4923440500221554,0.4965613129081114,27.472153275919606,27.481737143999975,,,
44.39297493308039,-93.01396526987197,bursting,bursting,76,82,16.0,16.0,0.2763750000000001,0.2757854253034314,0.5000000000000001,0.4994755506717945,27.439717411464837,27.42040660205121,,,
44.39297493308039,-92.78411885748214,bursting,bursting,75,83,16.0,16.0,0.2717735793430462,0.2760320240180136,0.491364272903717,0.5003752814610957,27.494908907878212,27.439538906394937,,,
44.39297493308039,-91.72173892393454,bursting,bursting,76,83,16.0,16.0,0.27749254927496314,0.2766101186008109,0.5008890781136517,0.5004253615573236,27.396506225455155,27.40855808031319,,,
44.39297493308039,-88.71816837536491,bursting,bursting,81,81,15.5,15.5,0.2575018327982406,0.28579434015130284,0.5055995146244661,0.5094373264729106,27.603089677000753,27.461754758768613,,,
44.39297493308039,-88.57314278030957,bursting,bursting,78,83,16.0,16.0,0.2807457151448331,0.279795088142233,0.5011526510975243,0.5022349455075084,27.2771182756601,27.263040416597928,,,
44.39297493308039,-88.53522241405496,bursting,bursting,83,79,16.0,15.5,0.2854162477377838,0.2607939875763695,0.5027146591594612,0.5112605127942943,27.140927683521667,27.525192299015846,,,
44.39297493308039,-85.52555330351612,bursting,bursting,83,80,15.5,15.5,0.2669180808715691,0.26401965856182097,0.5237795935470353,0.5173305742369374,27.436966625431985,27.425386308035833,,,
44.39297493308039,-84.7239990177665,bursting,bursting,86,80,15.0,15.0,0.27033974664758553,0.268327141436869,0.5300259712725923,0.5232588561561404,27.706039470531238,27.64980332138484,,,
44.39297493308039,-84.36968645429397,bursting,bursting,85,80,15.0,15.0,0.27406632324533153,0.26986518636003154,0.5365958360163126,0.5286809410520752,27.64713440961106,27.686295155426258,,,
44.39297493308039,-83.78563181339008,bursting,bursting,84,81,15.5,15.0,0.2686047431872744,0.26782576770775923,0.5276070382778906,0.5244801090918627,27.343358112170385,27.69873020408644,,,
44.39297493308039,-83.5989607818643,bursting,bursting,86,79,15.0,15.0,0.27538888739115214,0.27098022583894427,0.5391852910252608,0.5301383661135556,27.6372433777314,27.65905203672285,,,
44.39297493308039,-82.85987488320067,bursting,bursting,86,79,15.0,15.0,0.26920532430072225,0.2726883904942659,0.5292545449734049,0.5346307038413216,27.74268916036695,27.653768487992718,,,
44.39297493308039,-82.27821706868562,bursting,bursting,87,79,15.0,15.0,0.2714335023763376,0.27321629288658156,0.5310251440405703,0.5352459455119626,27.66909243433346,27.63883020524442,,,
44.41090652794522,-105.14582794454225,bursting,bursting,73,83,16.0,16.0,0.2654609101516921,0.2652937319377325,0.48619214313496695,0.4857080408966169,27.70791432831345,27.68641782745865,,,
44.41090652794522,-101.4811769100413,bursting,bursting,73,83,16.0,16.0,0.2633943587525826,0.26601630751310423,0.48051511220027865,0.4853426519122502,27.683422609233137,27.646709954250234,,,
44.41090652794522,-100.19958492603132,bursting,bursting,74,83,16.0,16.0,0.26295691435707746,0.2615057259664809,0.4803304673615447,0.47816004016544333,27.711527500148204,27.7071258215875,,,
44.41090652794522,-98.2750705740145,bursting,bursting,75,83,16.0,16.0,0.2682772238609493,0.2703781253848996,0.4875551546768728,0.4926715112698608,27.594982410037197,27.54855935446896,,,
44.41090652794522,-94.1611661339811,bursting,bursting,75,83,16.0,16.0,0.2724057472675917,0.2705580029368578,0.49121945229031067,0.4894762604013705,27.478504016138746,27.487627030425415,[-52.       -52.       -52.       ... -53.505043 -53.504326 -53.50361 ],[-52.       -52.       -52.       ... -55.592167 -55.59202  -55.591873],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
44.41090652794522,-93.84527381702881,bursting,bursting,75,83,16.0,16.0,0.27448351211760014,0.274381314071537,0.49662296384584814,0.49643805694144505,27.481834546739627,27.43003115932997,,,
44.41090652794522,-93.13852565023593,bursting,bursting,75,83,16.0,16.0,0.2737201027871119,0.2750820324152332,0.49416880806483493,0.4971661529283086,27.458751529772467,27.41718470842519,,,
44.41090652794522,-93.01396526987197,bursting,bursting,75,83,16.0,16.0,0.27229315122723674,0.2735072406268597,0.4948535233570862,0.4959333465582226,27.535043238144905,27.47604284880985,,,
44.41090652794522,-92.78411885748214,bursting,bursting,75,83,16.0,16.0,0.2756290831408203,0.2723634131368937,0.4968080085450977,0.4910988336402701,27.42575657548928,27.43144129079415,,,
44.41090652794522,-91.72173892393454,bursting,bursting,76,83,16.0,16.0,0.2758944920077201,0.2761180926580881,0.4948780125699014,0.501668046253794,27.374735397801878,27.450211295480504,,,
44.41090652794522,-88.71816837536491,bursting,bursting,81,81,15.5,15.5,0.25966131133304393,0.2839412360688957,0.5108426349263109,0.5065856129685916,27.59625380499905,27.473478532847984,,,
44.41090652794522,-88.57314278030957,bursting,bursting,83,81,15.0,15.0,0.27046159556698557,0.26747202641440204,0.530264867301217,0.5240952805219988,27.712310335928546,27.709711678858408,,,
44.41090652794522,-88.53522241405496,bursting,bursting,78,83,16.0,16.0,0.2797106527833399,0.27903992754170115,0.5006007208650379,0.5031826301356077,27.30472305432112,27.317103413351386,,,
44.41090652794522,-85.52555330351612,bursting,bursting,83,80,16.0,15.5,0.28291927830080965,0.28424368133978667,0.5075240439515822,0.5121507771888043,27.222273822681196,27.547803538197595,,,
44.41090652794522,-84.7239990177665,bursting,bursting,85,81,15.5,15.5,0.2657357232180077,0.26525357607282185,0.5210504376823678,0.5201560468140444,27.435911865404545,27.39886055302368,,,
44.41090652794522,-84.36968645429397,bursting,bursting,84,81,15.0,15.0,0.2679736842105261,0.26832484899638664,0.5263157894736842,0.5275235407380054,27.733620896977573,27.74463962020372,,,
44.41090652794522,-83.78563181339008,bursting,bursting,85,79,15.0,15.0,0.26876928351045587,0.26825105042016834,0.5274122517866091,0.5252100840336132,27.7279182233567,27.696499926995234,,,
44.41090652794522,-83.5989607818643,bursting,bursting,83,80,15.5,15.5,0.2607896215332753,0.2863007723295616,0.5107513151846366,0.513175788366305,27.517900625943103,27.484208414383133,,,
44.41090652794522,-82.85987488320067,bursting,bursting,85,80,15.0,15.0,0.26857670979667303,0.2681735843112545,0.5281225244256667,0.5250584127484181,27.75215586738393,27.696499926995237,,,
44.41090652794522,-82.27821706868562,bursting,bursting,86,79,15.0,15.0,0.2709227752159854,0.26914147010711814,0.5300259712725923,0.527676639755158,27.669092434333482,27.695961524794274,,,
44.6851439225174,-105.14582794454225,bursting,bursting,74,83,16.0,16.0,0.2641218058538232,0.2621366192128244,0.4825905460512027,0.47852613949036976,27.704962464587037,27.69283288362738,,,
44.6851439225174,-101.4811769100413,bursting,bursting,74,83,16.0,16.0,0.26175059952038365,0.2629106850370941,0.47961630695443647,0.4817419789960497,27.756481487276588,27.712918569961538,,,
44.6851439225174,-100.19958492603132,bursting,bursting,74,83,16.0,16.0,0.26838018478474535,0.2656578597500544,0.4914487910359739,0.48345379390364757,27.680830992626742,27.610017725612142,,,
44.6851439225174,-98.2750705740145,bursting,bursting,73,83,16.0,16.0,0.26866624122527094,0.2686450985161761,0.49089391782435815,0.48649963512527356,27.641964419739853,27.529918139752958,,,
44.6851439225174,-94.1611661339811,bursting,bursting,74,82,16.0,16.0,0.27193004186588066,0.27171794428955615,0.49545420764485837,0.4934494584392193,27.561689452584332,27.513576690943705,,,
44.6851439225174,-93.84527381702881,bursting,bursting,76,83,16.0,16.0,0.271905543443647,0.27351821642196855,0.4899198980966611,0.49433980918483367,27.465879968672123,27.441318230324587,[-52.       -52.       -52.       ... -63.76248  -63.699047 -63.635918],[-52.       -52.       -52.       ... -55.58073  -55.580692 -55.580654],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
44.6851439225174,-93.13852565023593,bursting,bursting,83,76,16.0,16.0,0.2738616027043151,0.2729999508285391,0.49711672300656184,0.4917146088410285,27.491113605418608,27.43953890639493,,,
44.6851439225174,-93.01396526987197,bursting,bursting,76,82,16.0,16.0,0.2785965794768614,0.27658407697293,0.5030181086519113,0.498529338451568,27.38858634958253,27.37236962480045,,,
44.6851439225174,-92.78411885748214,bursting,bursting,76,83,16.0,16.0,0.277034475846863,0.27588005862917053,0.5011024253357386,0.4968573770899064,27.427061212831237,27.381316356777468,,,
44.6851439225174,-91.72173892393454,bursting,bursting,76,82,16.0,16.0,0.27335502620532076,0.2769195991259138,0.4967833279515138,0.5023484791399793,27.519846472320946,27.41344446580182,,,
44.6851439225174,-88.71816837536491,bursting,bursting,85,75,15.0,16.0,0.25597575438134146,0.2717497311760735,0.5270786664909738,0.5001375378229012,27.154247900064025,27.615519149342198,,,
44.6851439225174,-88.57314278030957,bursting,bursting,81,82,15.5,15.5,0.26021714636894383,0.28553542683394234,0.5121376626037077,0.5110253724097403,27.584291740301605,27.49440909384284,,,
44.6851439225174,-88.53522241405496,bursting,bursting,78,83,16.0,16.0,0.2789112261146498,0.2809744545775183,0.4976114649681529,0.5038544868242051,27.29995812418032,27.22111867658891,,,
44.6851439225174,-85.52555330351612,bursting,bursting,81,81,16.0,16.0,0.28338316525617013,0.28239743525522193,0.5067653169817058,0.5009267144216799,27.227112888561017,27.14864769194943,,,
44.6851439225174,-84.7239990177665,bursting,bursting,79,82,15.5,16.0,0.2629379288994379,0.2854334677419355,0.5159692482328052,0.5040322580645161,27.506496005004696,27.03765859073196,,,
44.6851439225174,-84.36968645429397,bursting,bursting,86,79,15.0,15.0,0.2706589681110288,0.2705823026699929,0.5297171310520181,0.5308137374595255,27.67888533941927,27.69064855818572,,,
44.6851439225174,-83.78563181339008,bursting,bursting,87,79,15.0,15.0,0.2730261399476134,0.26920447973079525,0.5345592558935158,0.5257899994742099,27.659288693701058,27.65724876388839,,,
44.6851439225174,-83.5989607818643,bursting,bursting,84,80,15.5,15.0,0.2683612848956415,0.26695503997902736,0.5257347142631829,0.5243151133831432,27.360137772470893,27.73362089697756,,,
44.6851439225174,-82.85987488320067,bursting,bursting,86,79,15.0,15.0,0.2705202618536483,0.2722920566996524,0.5300681137526172,0.5349023803155923,27.691664740118235,27.681666691624134,,,
44.6851439225174,-82.27821706868562,bursting,bursting,87,79,15.0,15.0,0.2723819713788951,0.2749604016215202,0.5349739200213991,0.5369271658299551,27.7006889557963,27.58146620371693,,,
45.787885714675056,-105.14582794454225,bursting,bursting,74,83,16.0,16.0,0.26088939019414903,0.25938752757549133,0.4799731215051957,0.47441706003747897,27.81723920868584,27.72144253926623,,,
45.787885714675056,-101.4811769100413,bursting,bursting,74,83,16.0,16.0,0.264574535216737,0.2638421609151204,0.48541332945002685,0.4806305873305776,27.729763540380734,27.63966459083379,,,
45.787885714675056,-100.19958492603132,bursting,bursting,83,74,16.0,16.0,0.2604181549745202,0.2626216835273909,0.47625851312092193,0.4771903034930331,27.746243021038584,27.622956988828875,,,
45.787885714675056,-98.2750705740145,bursting,bursting,83,75,16.0,16.0,0.2668502363662948,0.266247278006291,0.48735318485306306,0.4839099927413502,27.652205964705722,27.5813918842709,,,
45.787885714675056,-94.1611661339811,bursting,bursting,74,83,16.0,16.0,0.2706317517085959,0.27085778560250384,0.4899198980966612,0.4890453834115807,27.528048336230597,27.464492771206412,,,
45.787885714675056,-93.84527381702881,bursting,bursting,75,83,16.0,16.0,0.27251493619846084,0.26803948264125227,0.49172669830108434,0.48623942429252154,27.468184870994435,27.549365089965267,,,
45.787885714675056,-93.13852565023593,bursting,bursting,75,82,16.0,16.0,0.27704518624569896,0.27432335388653656,0.5023484791399793,0.49525790555431726,27.44084450987224,27.408529008207818,[-52.       -52.       -52.       ... -53.9928   -53.992393 -53.991985],[-52.      -52.      -52.      ... -55.72789 -55.72775 -55.72761],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
45.787885714675056,-93.01396526987197,bursting,bursting,75,82,16.0,16.0,0.2779471416693958,0.27419832995701354,0.5038925701040536,0.4940955580809328,27.418680230166455,27.39603111610075,,,
45.787885714675056,-92.78411885748214,bursting,bursting,75,82,16.0,16.0,0.27696872973916525,0.2689567986774611,0.49872824298039997,0.48622760314103025,27.383062113697356,27.50921667887182,,,
45.787885714675056,-91.72173892393454,bursting,bursting,75,82,16.0,16.0,0.2750907192921409,0.27859515899383,0.4970920117313714,0.4995878400319737,27.44983202600421,27.27904412602834,,,
45.787885714675056,-88.71816837536491,bursting,bursting,77,82,16.0,16.0,0.28186126235128045,0.2801706827309238,0.504133897963299,0.5020080321285139,27.261783471819566,27.269745646080235,,,
45.787885714675056,-88.57314278030957,bursting,bursting,82,79,16.0,15.5,0.2799313980176044,0.26233459842035095,0.5044263411435345,0.5128731151913016,27.339219740994146,27.444324303730554,,,
